frame.time_epoch,tcp.seq
"1686855131.851115339","805537"
"1686855131.851118986","806885"
"1686855131.851992908","808233"
"1686855131.851997146","809581"
"1686855131.852916704","810929"
"1686855131.852920431","812277"
"1686855131.853769446","813625"
"1686855131.854717588","816321"
"1686855131.854721274","817669"
"1686855131.856200244","819017"
"1686855131.856203430","820365"
"1686855131.857702546","821713"
"1686855131.859222463","824409"
"1686855131.859226670","825757"
"1686855131.860797312","827105"
"1686855131.860800638","828453"
"1686855131.862164240","752965"
"1686855131.862902878","757009"
"1686855131.863703793","829801"
"1686855131.863708372","831149"
"1686855131.865369914","833845"
"1686855131.866679324","836541"
"1686855131.867823945","837889"
"1686855131.867826370","839237"
"1686855131.868897422","778577"
"1686855131.869498231","840585"
"1686855131.869502449","841933"
"1686855131.871732530","845977"
"1686855131.871734984","847325"
"1686855131.872771752","786665"
"1686855131.873404061","848673"
"1686855131.874579459","851369"
"1686855131.875687461","854065"
"1686855131.875691519","855413"
"1686855131.876674957","792057"
"1686855131.877762841","797449"
"1686855131.878867076","856761"
"1686855131.878870983","858109"
"1686855131.879934281","802841"
"1686855131.880499373","859457"
"1686855131.880503411","860805"
"1686855131.881553063","862153"
"1686855131.881555778","863501"
"1686855131.882670333","864849"
"1686855131.882674681","866197"
"1686855131.883723101","814973"
"1686855131.884305926","867545"
"1686855131.885420941","868893"
"1686855131.885598635","871589"
"1686855131.886448432","872937"
"1686855131.888133458","876981"
"1686855131.889183542","878329"
"1686855131.889187048","879677"
"1686855131.890330677","881025"
"1686855131.890334985","882373"
"1686855131.891474818","883721"
"1686855131.892475087","886417"
"1686855131.892479155","887765"
"1686855131.893549887","889113"
"1686855131.893553904","890461"
"1686855131.894504741","832497"
"1686855131.895696049","893157"
"1686855131.896773073","894505"
"1686855131.896775628","895853"
"1686855131.897877529","897201"
"1686855131.897882598","898549"
"1686855131.898975362","899897"
"1686855131.900099243","902593"
"1686855131.900101468","903941"
"1686855131.901236360","905289"
"1686855131.901240488","906637"
"1686855131.902214218","907985"
"1686855131.902216402","909333"
"1686855131.903363507","843281"
"1686855131.904341284","850021"
"1686855131.904980926","793405"
"1686855131.905521522","852717"
"1686855131.906002466","910681"
"1686855131.906006353","912029"
"1686855131.907698302","913377"
"1686855131.907702450","914725"
"1686855131.908740220","916073"
"1686855131.908742645","917421"
"1686855131.909825991","920117"
"1686855131.910883397","921465"
"1686855131.910886694","922813"
"1686855131.911979227","924161"
"1686855131.911982803","925509"
"1686855131.913091927","926857"
"1686855131.913096135","928205"
"1686855131.914145888","929553"
"1686855131.915258919","870241"
"1686855131.915780189","933597"
"1686855131.917002105","934945"
"1686855131.917005922","936293"
"1686855131.918232437","823061"
"1686855131.918388921","874285"
"1686855131.919114454","875633"
"1686855131.920736322","940337"
"1686855131.920740049","941685"
"1686855131.921733505","885069"
"1686855131.922293448","944381"
"1686855131.923377084","945729"
"1686855131.924973574","891809"
"1686855131.925550698","948425"
"1686855131.925553814","949773"
"1686855131.926705117","951121"
"1686855131.926707652","952469"
"1686855131.927811837","953817"
"1686855131.927815714","955165"
"1686855131.928801827","901245"
"1686855131.929349006","956513"
"1686855131.929352492","957861"
"1686855131.930435076","959209"
"1686855131.930438954","960557"
"1686855131.931535434","961905"
"1686855131.931537588","963253"
"1686855131.932604262","964601"
"1686855131.932607028","965949"
"1686855131.934111875","967297"
"1686855131.934747309","844629"
"1686855131.935283547","969993"
"1686855131.935287705","971341"
"1686855131.936528536","972689"
"1686855131.936530760","974037"
"1686855131.937543453","975385"
"1686855131.937699206","976733"
"1686855131.938584059","978081"
"1686855131.938586363","979429"
"1686855131.939688173","980777"
"1686855131.939692552","982125"
"1686855131.940726495","798797"
"1686855131.941271619","918769"
"1686855131.941827774","983473"
"1686855131.941830589","984821"
"1686855131.942937950","986169"
"1686855131.944014884","988865"
"1686855131.944017238","990213"
"1686855131.945066119","930901"
"1686855131.945647281","991561"
"1686855131.946707684","994257"
"1686855131.946711221","995605"
"1686855131.947827629","996953"
"1686855131.947831386","998301"
"1686855131.948863666","932249"
"1686855131.949426744","937641"
"1686855131.949428928","938989"
"1686855131.950522292","999649"
"1686855131.950524416","1000997"
"1686855131.951605748","1002345"
"1686855131.951609315","1003693"
"1686855131.952713991","1005041"
"1686855131.952717527","1006389"
"1686855131.953761549","835193"
"1686855131.954254776","943033"
"1686855131.954919505","947077"
"1686855131.955474989","1007737"
"1686855131.955477433","1009085"
"1686855131.956526565","1011781"
"1686855131.957597106","1013129"
"1686855131.958694148","1015825"
"1686855131.958697314","1017173"
"1686855131.959727319","1018521"
"1686855131.959731818","1019869"
"1686855131.960861400","1021217"
"1686855131.960864847","1022565"
"1686855131.961942652","1025261"
"1686855131.963004106","1026609"
"1686855131.964101048","1029305"
"1686855131.965171469","1032001"
"1686855131.966303466","1034697"
"1686855131.966314387","1036045"
"1686855131.967380841","1037393"
"1686855131.967384638","1038741"
"1686855131.968987219","1040089"
"1686855131.968990756","1041437"
"1686855131.971422766","1045481"
"1686855131.971426352","1046829"
"1686855131.972294383","987517"
"1686855131.973009728","1048177"
"1686855131.973013394","1049525"
"1686855131.973864824","1050873"
"1686855131.975002753","992909"
"1686855131.975643316","1053569"
"1686855131.975645320","1054917"
"1686855131.976587631","1057613"
"1686855131.977720229","1058961"
"1686855131.977723826","1060309"
"1686855131.978742440","1061657"
"1686855131.978745916","1063005"
"1686855131.979889535","1064353"
"1686855131.979892821","1065701"
"1686855131.980924851","1067049"
"1686855131.980927636","1068397"
"1686855131.982195929","1069745"
"1686855131.983072656","1072441"
"1686855131.983076123","1073789"
"1686855131.984214492","1075137"
"1686855131.984217528","1076485"
"1686855131.985222145","1010433"
"1686855131.985858090","1077833"
"1686855131.985862018","1079181"
"1686855131.987458027","1080529"
"1686855131.987462435","1081877"
"1686855131.988520894","1083225"
"1686855131.988524621","1084573"
"1686855131.989596154","1085921"
"1686855131.989600372","1087269"
"1686855131.990669471","1088617"
"1686855131.990673108","1089965"
"1686855131.991752977","1091313"
"1686855131.991757346","1092661"
"1686855131.992853986","1094009"
"1686855131.992858665","1095357"
"1686855131.993960716","1096705"
"1686855131.993964252","1098053"
"1686855131.995092873","1023913"
"1686855131.995647075","1100749"
"1686855131.996695515","1102097"
"1686855131.996699091","1103445"
"1686855131.997729728","1027957"
"1686855131.998260555","968645"
"1686855131.998796813","1030653"
"1686855131.999343991","1033349"
"1686855131.999983774","1042785"
"1686855132.001021173","1104793"
"1686855132.001024319","1106141"
"1686855132.002085022","1107489"
"1686855132.002089160","1108837"
"1686855132.003182335","1110185"
"1686855132.003185170","1111533"
"1686855132.004351071","1112881"
"1686855132.004354698","1114229"
"1686855132.005320793","1052221"
"1686855132.005860607","1056265"
"1686855132.006440076","1116925"
"1686855132.007530044","1118273"
"1686855132.007533551","1119621"
"1686855132.009065469","1120969"
"1686855132.009070018","1122317"
"1686855132.009887063","1125013"
"1686855132.012342267","1126361"
"1686855132.012346565","1071093"
"1686855132.012473533","1129057"
"1686855132.012570255","1130405"
"1686855132.014598025","1134449"
"1686855132.014600821","1135797"
"1686855132.015656504","1014477"
"1686855132.016217238","1138493"
"1686855132.017321242","1139841"
"1686855132.017325000","1141189"
"1686855132.018353212","1142537"
"1686855132.018356929","1143885"
"1686855132.019476873","1145233"
"1686855132.019480299","1146581"
"1686855132.020558686","1149277"
"1686855132.021652952","1150625"
"1686855132.021655447","1151973"
"1686855132.022729385","1153321"
"1686855132.022733012","1154669"
"1686855132.023830134","1156017"
"1686855132.023834222","1157365"
"1686855132.024887471","1158713"
"1686855132.025585082","1099401"
"1686855132.032775493","1044133"
"1686855132.035403661","1115577"
"1686855132.039652917","1123665"
"1686855132.040917353","1127709"
"1686855132.043129129","1131753"
"1686855132.043276997","1133101"
"1686855132.050153308","1147929"
"1686855132.053981752","1160061"
"1686855132.076957416","1137145"
"1686855133.494683088","13980"
"1686855133.499041889","13980"
"1686855133.499046427","15328"
"1686855133.499437642","16676"
"1686855133.499441890","18024"
"1686855133.499444375","19372"
"1686855133.529394075","22068"
"1686855133.529398373","23416"
"1686855133.529725378","26112"
"1686855133.556117142","27460"
"1686855133.556822086","20720"
"1686855133.582878911","24764"
"1686855133.618598644","1160483"
"1686855133.619488666","1160483"
"1686855133.619492934","1160723"
"1686855133.619684885","1162071"
"1686855133.620052786","1163419"
"1686855133.620054940","1164767"
"1686855133.621065960","1166115"
"1686855133.621068274","1167463"
"1686855133.622160967","1168811"
"1686855133.622164845","1170159"
"1686855133.623244083","1171507"
"1686855133.623246407","1172855"
"1686855133.625083539","1174203"
"1686855133.625088088","1175551"
"1686855133.626454646","1176899"
"1686855133.626459145","1178247"
"1686855133.626798041","1179595"
"1686855133.631537307","1182291"
"1686855133.631542396","1183639"
"1686855133.632189082","1184987"
"1686855133.632192378","1186335"
"1686855133.632196065","1187683"
"1686855133.632199551","1189031"
"1686855133.632202788","1190379"
"1686855133.632205022","1191727"
"1686855133.632642754","1193075"
"1686855133.632645269","1194423"
"1686855133.633388155","1195771"
"1686855133.633391842","1197119"
"1686855133.634112777","1198467"
"1686855133.634116524","1199815"
"1686855133.635368727","1201163"
"1686855133.635371072","1202511"
"1686855133.636368305","1203859"
"1686855133.636371782","1205207"
"1686855133.637396778","1206555"
"1686855133.637400184","1207903"
"1686855133.638464895","1210599"
"1686855133.639560323","1211947"
"1686855133.639564571","1213295"
"1686855133.640601741","1214643"
"1686855133.640605478","1215991"
"1686855133.642233196","1217339"
"1686855133.642687921","1218687"
"1686855133.643380332","1220035"
"1686855133.643384390","1221383"
"1686855133.644871154","1222731"
"1686855133.644873408","1224079"
"1686855133.646058946","1226775"
"1686855133.647494463","1228123"
"1686855133.647498240","1229471"
"1686855133.647969476","1230819"
"1686855133.647973313","1232167"
"1686855133.648355521","1233515"
"1686855133.649384565","1236211"
"1686855133.649388151","1237559"
"1686855133.651520538","1241603"
"1686855133.651524325","1242951"
"1686855133.652611689","1244299"
"1686855133.652614735","1245647"
"1686855133.653673795","1246995"
"1686855133.654854273","1249691"
"1686855133.654998514","1251039"
"1686855133.655864181","1252387"
"1686855133.655867668","1253735"
"1686855133.656944281","1255083"
"1686855133.656946495","1256431"
"1686855133.658020112","1257779"
"1686855133.658023809","1259127"
"1686855133.659163451","1260475"
"1686855133.659167218","1261823"
"1686855133.660210919","1264519"
"1686855133.661259419","1180943"
"1686855133.661820744","1265867"
"1686855133.662984161","1269911"
"1686855133.663973720","1272607"
"1686855133.665075480","1273955"
"1686855133.665079378","1275303"
"1686855133.666274894","1209251"
"1686855133.666715963","1276651"
"1686855133.666718558","1277999"
"1686855133.667792907","1279347"
"1686855133.667796523","1280695"
"1686855133.668921928","1282043"
"1686855133.670555669","1284739"
"1686855133.670557903","1286087"
"1686855133.671047212","1287435"
