frame.time_epoch,tcp.seq
"1686855131.858389357","657257"
"1686855131.858391291","658605"
"1686855131.859555468","659953"
"1686855131.859556620","661301"
"1686855131.860667448","662649"
"1686855131.860669572","663997"
"1686855131.861657528","600641"
"1686855131.861660273","601989"
"1686855131.862734362","606033"
"1686855131.862735604","607381"
"1686855131.863848635","665345"
"1686855131.863849978","666693"
"1686855131.864918055","611425"
"1686855131.865484850","668041"
"1686855131.865486223","669389"
"1686855131.866539912","670737"
"1686855131.866541115","672085"
"1686855131.867654777","673433"
"1686855131.867655970","674781"
"1686855131.868703969","623557"
"1686855131.869287425","676129"
"1686855131.870407730","677477"
"1686855131.870586246","678825"
"1686855131.870587298","680173"
"1686855131.871436524","681521"
"1686855131.871437565","682869"
"1686855131.872515271","631645"
"1686855131.873118334","684217"
"1686855131.873119446","685565"
"1686855131.874167064","686913"
"1686855131.874169008","688261"
"1686855131.875310753","689609"
"1686855131.875312727","690957"
"1686855131.876456406","692305"
"1686855131.876457779","693653"
"1686855131.877459962","695001"
"1686855131.877461094","696349"
"1686855131.878539070","697697"
"1686855131.878540202","699045"
"1686855131.879492501","641081"
"1686855131.880119028","643777"
"1686855131.880682427","700393"
"1686855131.880683489","701741"
"1686855131.881759411","703089"
"1686855131.881760483","704437"
"1686855131.882862303","705785"
"1686855131.882863405","707133"
"1686855131.883957311","708481"
"1686855131.883958623","709829"
"1686855131.885085220","711177"
"1686855131.885086352","712525"
"1686855131.886222367","713873"
"1686855131.886223489","715221"
"1686855131.887200475","716569"
"1686855131.887201537","717917"
"1686855131.888355285","651865"
"1686855131.888510737","653213"
"1686855131.889328584","658605"
"1686855131.889963197","601989"
"1686855131.890507971","661301"
"1686855131.890979587","719265"
"1686855131.890982011","720613"
"1686855131.892279790","607381"
"1686855131.892684040","721961"
"1686855131.892685202","723309"
"1686855131.893727220","724657"
"1686855131.893728252","726005"
"1686855131.894812650","727353"
"1686855131.894813671","728701"
"1686855131.895869505","730049"
"1686855131.895870547","731397"
"1686855131.896958402","732745"
"1686855131.896960315","734093"
"1686855131.898063458","735441"
"1686855131.898064640","736789"
"1686855131.899133719","738137"
"1686855131.899134821","739485"
"1686855131.900247732","678825"
"1686855131.900766838","740833"
"1686855131.900767870","742181"
